Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Item_Visibility_MeanRatio,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDQ39,189.3846,4777.115,Meat,0.0,14.8,1987,OUT013,0.0,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDF46,115.8834,1036.6506,Snack Foods,0.09420101800000001,7.07,2007,OUT017,1.4283100408248814,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCA06,34.719,768.9989999999999,Household,0.143506376,20.5,1999,OUT049,2.1758957823915526,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDV26,193.0794,975.3969999999999,Dairy,0.13334711900000001,12.857645184136183,1985,OUT019,2.021857438767491,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDJ04,119.9124,948.0992,Frozen Foods,0.124428516,18.0,2004,OUT035,1.8866303415929049,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDE28,231.8668,230.3668,Frozen Foods,0.221856492,9.5,1998,OUT010,3.3638686913742792,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCZ29,125.7362,3020.0688,Health and Hygiene,0.07131206400000001,15.0,1987,OUT013,1.081259408928538,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDW43,226.3036,910.8144,Fruits and Vegetables,0.022425236,20.1,1997,OUT046,0.340019571196859,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDZ49,219.7798,2644.5576,Canned,0.133352623,11.0,1999,OUT049,2.021940892414082,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCJ05,151.5682,1982.0866,Health and Hygiene,0.046079558,18.7,2004,OUT035,0.6986749906266669,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
NCP29,64.2168,1278.336,Health and Hygiene,0.0,12.857645184136183,1985,OUT027,0.0,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDS16,147.976,732.38,Frozen Foods,0.066446521,15.15,2009,OUT018,1.0074862792054042,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDZ45,196.7084,3174.5344,Snack Foods,0.066979957,14.1,1999,OUT049,1.0155744295366191,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCP29,65.4168,127.8336,Health and Hygiene,0.187918654,8.42,1998,OUT010,2.849290868241962,15,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDZ58,121.0072,2940.1728,Snack Foods,0.051924192,12.857645184136183,1985,OUT027,0.7872934536155328,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV55,145.1444,3918.8988,Fruits and Vegetables,0.054806734,12.857645184136183,1985,OUT027,0.8309996021170218,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCV53,237.988,7190.64,Health and Hygiene,0.018813601,8.27,1997,OUT046,0.2852586498839431,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDV47,84.5566,253.6698,Breads,0.094910421,12.857645184136183,1985,OUT019,1.4390662667065515,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDD45,95.4436,567.2616,Fruits and Vegetables,0.116722514,8.615,2009,OUT018,1.7697891410952986,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDP26,105.9306,209.0612,Dairy,0.244338986,12.857645184136183,1985,OUT019,3.704756429158442,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DRD37,45.106,1398.18,Soft Drinks,0.013863257,9.8,1999,OUT049,0.21019973660619912,14,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDT09,131.0284,131.8284,Snack Foods,0.021471456,12.857645184136183,1985,OUT019,0.3255580125039587,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDM03,109.1938,2036.6822,Meat,0.0,12.857645184136183,1985,OUT027,0.0,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDW09,78.8302,713.0718,Snack Foods,0.026067434,13.65,2007,OUT017,0.39524389981369307,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDX10,37.1874,247.0118,Snack Foods,0.123710526,6.385,1997,OUT046,1.8757439164991565,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDZ60,108.9596,539.298,Baking Goods,0.11954738699999999,20.5,1999,OUT049,1.8126208912782436,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDM58,113.4544,2908.2144,Snack Foods,0.07969040299999999,16.85,1997,OUT046,1.208294827156552,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDV32,61.851000000000006,1454.773,Fruits and Vegetables,0.088691614,7.785,2004,OUT035,1.3447744568234348,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDU07,150.4366,151.1366,Fruits and Vegetables,0.10478432900000001,12.857645184136183,1985,OUT019,1.58877804517779,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDS51,62.7194,1857.582,Meat,0.032024659,12.857645184136183,1985,OUT027,0.4855695084281668,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCT17,190.0214,2449.4782,Health and Hygiene,0.041950753,10.8,2002,OUT045,0.6360725499809833,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDA01,60.2904,117.1808,Canned,0.091018048,15.0,1998,OUT010,1.3800486938971404,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDW25,84.2224,852.2239999999999,Canned,0.037398953,5.175,1997,OUT046,0.5670565055489932,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDS01,179.0686,5688.5952,Canned,0.017845371999999998,11.6,2007,OUT017,0.2705780102063779,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCV18,84.625,2496.75,Household,0.10545930699999999,6.775,2002,OUT045,1.5990123067091873,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDZ04,61.351000000000006,822.263,Frozen Foods,0.038032067999999995,9.31,2002,OUT045,0.5766560250732604,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRN59,47.306000000000004,652.484,Hard Drinks,0.064504433,15.0,2007,OUT017,0.9780396357459302,6,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDD36,119.8124,1896.1984,Baking Goods,0.021306635,13.3,1999,OUT049,0.32305893665279545,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDT56,59.1246,753.0198,Fruits and Vegetables,0.116063284,16.0,2009,OUT018,1.759793656458254,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDP09,212.1902,424.7804,Snack Foods,0.059336763,12.857645184136183,1985,OUT019,0.8996855467416106,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDA33,146.2076,2364.9216,Snack Foods,0.034091649,6.48,2007,OUT017,0.5169099613655717,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDH14,142.0838,280.9676,Canned,0.081955735,12.857645184136183,1985,OUT019,1.2426426135191357,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCF18,191.5504,5944.2624,Household,0.088551694,12.857645184136183,1985,OUT027,1.3426529389762263,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDF59,128.102,885.5139999999999,Starchy Foods,0.071230537,12.5,2004,OUT035,1.080023266950769,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDC29,115.7176,1374.2112,Frozen Foods,0.024185517000000004,8.39,1987,OUT013,0.36670959090527944,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDD32,80.8276,1868.2348,Fruits and Vegetables,0.041163522,17.7,2007,OUT017,0.624136267702711,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDZ08,80.8592,82.5592,Fruits and Vegetables,0.0,12.5,1998,OUT010,0.0,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDT21,248.8092,6474.2392,Snack Foods,0.0,12.857645184136183,1985,OUT027,0.0,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDM33,218.5798,4407.596,Snack Foods,0.08771969199999999,15.6,1997,OUT046,1.3300378225388816,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCK07,166.1526,2466.7889999999998,Others,0.048677482,10.65,2004,OUT035,0.7380656576627699,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
NCL41,36.2216,346.216,Health and Hygiene,0.041907648,12.35,2009,OUT018,0.6354189763188626,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDZ36,188.22400000000002,5779.144,Baking Goods,0.065783783,6.035,1997,OUT046,0.9974376049985482,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDW51,213.356,3835.008,Meat,0.094807042,6.155,1999,OUT049,1.4374987967699693,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDS47,89.1856,1581.9408,Breads,0.128778474,16.75,1987,OUT013,1.9525859843288096,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDV02,172.4106,2908.8802,Dairy,0.060668415999999996,16.75,2002,OUT045,0.9198765530722913,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCU18,139.8496,1270.3464,Household,0.056067524,15.1,2009,OUT018,0.8501161579102045,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
NCX17,233.03,5592.72,Health and Hygiene,0.114066204,21.25,2009,OUT018,1.7295132043262975,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDI12,89.6856,878.8560000000001,Baking Goods,0.10039894,9.395,1997,OUT046,1.5222851847543177,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRH51,89.3856,1318.2839999999999,Dairy,0.097135675,17.6,1987,OUT013,1.4728063758801673,26,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NCP30,37.4822,942.7728,Household,0.032610007,12.857645184136183,1985,OUT027,0.49444476735346604,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDG08,172.6764,2061.3168,Fruits and Vegetables,0.165616415,13.15,1999,OUT049,2.5111362222212974,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDX35,228.2036,4781.7756,Breads,0.0,5.035,1997,OUT046,0.0,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDY26,210.5244,6775.1808,Dairy,0.030362777,12.857645184136183,1985,OUT027,0.46037145008801034,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCM43,162.621,815.605,Others,0.03409886,12.857645184136183,1985,OUT019,0.517019297166002,28,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NCZ54,160.9552,162.4552,Household,0.145951533,12.857645184136183,1985,OUT019,2.2129701407014943,28,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDO16,81.925,3079.325,Frozen Foods,0.015138833999999999,5.48,2002,OUT045,0.2295404982627799,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDR22,112.0544,223.7088,Snack Foods,0.031069992999999997,19.35,1998,OUT010,0.47109451588154566,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDJ16,59.5246,810.9444,Frozen Foods,0.11553548699999999,9.195,2007,OUT017,1.7517910066926508,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDT47,95.7068,1166.4816,Breads,0.02454694,5.26,1999,OUT049,0.3721896176697996,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDZ23,187.12400000000002,3728.48,Baking Goods,0.067175915,12.857645184136183,1985,OUT027,1.0185456158881292,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCB31,261.691,3155.8920000000003,Household,0.11867435900000001,6.235,1997,OUT046,1.799383723731697,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDM15,149.9366,1662.5026,Meat,0.057421582,11.8,1997,OUT046,0.870646876986502,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDX27,92.9436,2174.5028,Dairy,0.114022125,20.7,1987,OUT013,1.7288448625225017,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCS54,177.937,2293.681,Household,0.010033871,13.6,2009,OUT018,0.1521371955623833,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
NCJ30,169.179,2037.348,Household,0.080765853,5.82,1999,OUT049,1.2246011905697913,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDD58,98.77,1697.79,Snack Foods,0.05930285,7.76,1987,OUT013,0.8991713455212533,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRJ23,187.6872,2836.308,Hard Drinks,0.041753387,18.35,2002,OUT045,0.6330800150222057,11,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDS14,157.4288,2042.6744,Dairy,0.050065211,7.285,2002,OUT045,0.7591069086675506,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDR27,133.7942,2384.8956,Meat,0.096020459,15.1,1987,OUT013,1.4558970659352517,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDT49,106.62799999999999,639.168,Canned,0.15202235,7.0,2009,OUT018,2.3050180724670555,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDX26,180.4292,4013.4424,Dairy,0.08738330400000001,12.857645184136183,1985,OUT027,1.324937385534974,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCW53,193.4162,2116.5782,Health and Hygiene,0.03066757,18.35,2007,OUT017,0.4649928322292643,6,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDS19,74.3012,1669.8264,Fruits and Vegetables,0.0,13.8,2002,OUT045,0.0,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRF15,154.934,1225.072,Dairy,0.03321399,18.35,1997,OUT046,0.5036025769154341,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
DRH01,172.8738,3649.2498,Soft Drinks,0.097429924,12.857645184136183,1985,OUT027,1.4772678860647246,28,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDJ12,206.8296,4154.592000000001,Baking Goods,0.039120291,8.895,2002,OUT045,0.5931560573505823,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCE42,234.9958,13086.9648,Household,0.01055095,12.857645184136183,1985,OUT027,0.1599773351201075,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
DRL37,42.376999999999995,1211.756,Soft Drinks,0.053480419,15.5,2002,OUT045,0.8108895324806549,11,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDJ36,101.4332,1948.1308,Baking Goods,0.128520186,14.5,2002,OUT045,1.9486697278842713,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCH18,245.2802,10072.8882,Household,0.044444955999999994,12.857645184136183,1985,OUT027,0.6738905615523183,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
DRI11,116.0834,1267.0174,Hard Drinks,0.034544435,8.26,2009,OUT018,0.5237752671114706,4,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
NCO17,120.944,2037.348,Health and Hygiene,0.07367866299999999,10.0,2009,OUT018,1.1171426423168023,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDS49,79.6644,1571.2879999999998,Canned,0.079668739,9.0,2009,OUT018,1.2079663497220041,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDX43,165.85,1830.95,Fruits and Vegetables,0.085447928,5.655,2002,OUT045,1.295592511856735,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCS17,93.4436,1701.7848,Health and Hygiene,0.08043445099999999,18.6,1987,OUT013,1.2195763531083803,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NCC42,140.8838,2247.7408,Health and Hygiene,0.044978225,15.0,1999,OUT049,0.6819761797688926,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCM26,153.434,3981.4840000000004,Others,0.023190133999999998,20.5,2002,OUT045,0.3516172324196588,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDU32,119.9414,1462.0968,Fruits and Vegetables,0.025967623999999998,8.785,1997,OUT046,0.3937305443510723,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDU19,173.8422,3448.844,Fruits and Vegetables,0.046962004,8.77,2009,OUT018,0.7120549573090413,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCM53,108.12799999999999,1065.28,Health and Hygiene,0.05233528,18.75,2007,OUT017,0.7935265191442155,6,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDG32,220.8772,4225.1668,Fruits and Vegetables,0.17635245,19.85,2002,OUT045,2.673919883318754,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDF04,259.7304,3616.6256,Frozen Foods,0.013692598,17.5,2009,OUT018,0.20761214287916385,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCN55,242.3538,5287.7836,Others,0.0,14.6,2004,OUT035,0.0,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDJ34,127.1704,3004.0896,Snack Foods,0.09365572800000001,11.8,1997,OUT046,1.4200421558412881,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDT51,110.8544,111.8544,Meat,0.018275816,11.65,1998,OUT010,0.2771045584355364,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDT01,213.7902,1274.3412,Canned,0.18416771199999998,13.65,1997,OUT046,2.792417723610428,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDV28,34.9558,1120.5414,Frozen Foods,0.158954903,12.857645184136183,1985,OUT027,2.4101319583748557,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDD02,118.4124,3199.8348,Canned,0.050392993,16.6,2002,OUT045,0.7640768583744811,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDW48,79.0618,1208.427,Baking Goods,0.008558144,18.0,2002,OUT045,0.12976168692810955,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDF44,130.3968,3523.4136,Fruits and Vegetables,0.059820884000000005,7.17,1999,OUT049,0.9070259651357535,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDY14,264.5226,3436.1938,Dairy,0.070149088,10.3,1999,OUT049,1.063625944521196,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDU59,162.6552,5685.932,Breads,0.09591947199999999,12.857645184136183,1985,OUT027,1.4543658643712432,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDQ10,172.0422,517.3266,Snack Foods,0.058092551,12.857645184136183,1985,OUT019,0.8808203526041671,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDV21,123.9704,375.5112,Snack Foods,0.286357776,11.5,1998,OUT010,4.341860580838757,15,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDQ36,37.2848,745.696,Baking Goods,0.161798604,7.855,1999,OUT049,2.4532491855305514,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDH12,107.12799999999999,319.584,Baking Goods,0.14874289599999999,12.857645184136183,1985,OUT019,2.2552938000964176,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDV40,72.2038,886.8456,Frozen Foods,0.0,17.35,2007,OUT017,0.0,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCF07,101.8016,1720.4272,Household,0.032022535,9.0,1997,OUT046,0.4855373035689082,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDA08,164.2526,3946.8624,Fruits and Vegetables,0.049842613,12.857645184136183,1985,OUT027,0.7557317969626268,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDP33,256.3672,255.6672,Snack Foods,0.15630419199999998,12.857645184136183,1985,OUT019,2.3699409156769415,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDS27,196.31099999999998,589.2330000000001,Meat,0.012458143,10.195,1997,OUT046,0.18889488791864445,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRD60,181.7634,2544.6876,Soft Drinks,0.037201127,15.7,1987,OUT013,0.5640569959031821,26,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDM28,177.96599999999998,3415.554,Frozen Foods,0.045274134,15.7,1999,OUT049,0.6864628594762229,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCU54,210.727,4194.54,Household,0.098603729,8.88,2004,OUT035,1.4950655437022509,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
NCX05,114.4492,579.246,Health and Hygiene,0.09745748300000001,15.2,2009,OUT018,1.4776857456298422,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDX59,33.3558,848.895,Breads,0.051661272,10.195,1997,OUT046,0.7833069651050405,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDE10,133.0626,1573.9512,Snack Foods,0.0,6.67,1999,OUT049,0.0,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDW16,91.6804,3858.9768,Frozen Foods,0.041273391,12.857645184136183,1985,OUT027,0.6258021413759168,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDW07,90.5514,2036.6822,Fruits and Vegetables,0.141997869,12.857645184136183,1985,OUT027,2.153023251494332,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDG38,84.9224,1278.336,Canned,0.0,8.975,2009,OUT018,0.0,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
